,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2716,SE,data engineer,154545,USD,154545,US,onsite,US,L
2717,SE,data scientist,215000,USD,215000,US,onsite,US,L
2718,SE,data scientist,159000,USD,159000,US,onsite,US,L
2719,SE,data engineer,229998,USD,229998,US,onsite,US,L
2720,SE,data engineer,154545,USD,154545,US,onsite,US,L
2722,SE,data scientist lead,183000,USD,183000,US,remote,US,L
2723,SE,data analyst,99750,USD,99750,US,remote,US,M
2724,SE,data analyst,68400,USD,68400,US,remote,US,M
2725,SE,data scientist,236900,USD,236900,US,remote,US,L
2726,SE,data scientist,159200,USD,159200,US,remote,US,L
2729,SE,data engineer,175000,USD,175000,US,remote,US,M
2730,SE,data engineer,150000,USD,150000,US,remote,US,M
2733,SE,data scientist,148000,USD,148000,US,remote,US,M
2734,SE,data scientist,128000,USD,128000,US,remote,US,M
2739,SE,data scientist,191475,USD,191475,US,remote,US,M
2740,SE,data scientist,141525,USD,141525,US,remote,US,M
2741,SE,data engineer,160000,USD,160000,US,remote,US,M
2742,SE,data engineer,85000,USD,85000,US,remote,US,M
2743,SE,data scientist,218000,USD,218000,US,onsite,US,M
2744,SE,data scientist,145300,USD,145300,US,onsite,US,M
2748,SE,data scientist,191475,USD,191475,US,remote,US,M
2749,SE,data scientist,141525,USD,141525,US,remote,US,M
2750,SE,data scientist,207000,USD,207000,US,remote,US,M
2751,SE,data scientist,153000,USD,153000,US,remote,US,M
2752,SE,data scientist,191475,USD,191475,US,remote,US,M
2753,SE,data scientist,141525,USD,141525,US,remote,US,M
2754,SE,data analyst,110000,USD,110000,US,onsite,US,M
2755,SE,data analyst,99000,USD,99000,US,onsite,US,M
2756,SE,data scientist,191475,USD,191475,US,remote,US,M
2757,SE,data scientist,141525,USD,141525,US,remote,US,M
2758,SE,data scientist,191475,USD,191475,US,remote,US,M
2759,SE,data scientist,141525,USD,141525,US,remote,US,M
2760,SE,data scientist,191475,USD,191475,US,remote,US,M
2761,SE,data scientist,141525,USD,141525,US,remote,US,M
2764,SE,data scientist,207000,USD,207000,US,remote,US,M
2765,SE,data scientist,153000,USD,153000,US,remote,US,M
2766,SE,data scientist,191475,USD,191475,US,remote,US,M
2767,SE,data scientist,141525,USD,141525,US,remote,US,M
2768,SE,data scientist,191475,USD,191475,US,remote,US,M
2769,SE,data scientist,141525,USD,141525,US,remote,US,M
2770,SE,data scientist,191475,USD,191475,US,remote,US,M
2771,SE,data scientist,141525,USD,141525,US,remote,US,M
2772,SE,data engineer,195700,USD,195700,US,onsite,US,M
2773,SE,data engineer,130500,USD,130500,US,onsite,US,M
2778,MI,data engineer,65000,GBP,80036,GB,remote,GB,M
2779,MI,data engineer,55000,GBP,67723,GB,remote,GB,M
2780,SE,data engineer,141300,USD,141300,US,onsite,US,M
2781,SE,data engineer,102100,USD,102100,US,onsite,US,M
2782,SE,data analyst,48000,EUR,50432,ES,onsite,ES,M
2783,SE,data analyst,35000,EUR,36773,ES,onsite,ES,M
2784,MI,business data analyst,150000,USD,150000,US,remote,US,L
2785,MI,data scientist,83000,GBP,102200,GB,remote,GB,M
2786,EN,data scientist,1800000,INR,22892,IN,hybrid,IN,M
2787,SE,data analyst,144000,USD,144000,US,remote,US,M
2788,SE,data analyst,113000,USD,113000,US,remote,US,M
2798,SE,data engineer,135000,USD,135000,US,remote,US,M
2799,SE,data engineer,80000,USD,80000,US,remote,US,M
2800,EN,bi data analyst,633000,INR,8050,IN,remote,IN,M
2801,SE,data engineer,160000,USD,160000,US,remote,US,M
2802,SE,data engineer,85000,USD,85000,US,remote,US,M
2803,SE,data engineer,178800,USD,178800,US,remote,US,L
2804,SE,data engineer,132100,USD,132100,US,remote,US,L
2807,EN,business data analyst,50000,USD,50000,IN,remote,AS,L
2808,SE,data engineer,140000,USD,140000,US,remote,US,M
2809,SE,data engineer,105000,USD,105000,US,remote,US,M
2810,MI,data engineer,65000,GBP,80036,GB,remote,GB,M
2811,MI,data engineer,55000,GBP,67723,GB,remote,GB,M
2816,SE,data scientist,180000,USD,180000,US,remote,US,L
2817,SE,data scientist,165000,USD,165000,US,remote,US,L
2822,SE,data scientist,179400,USD,179400,US,onsite,US,M
2823,SE,data scientist,154000,USD,154000,US,onsite,US,M
2828,MI,data engineer,150000,USD,150000,US,onsite,US,M
2829,MI,data engineer,100000,USD,100000,US,onsite,US,M
2832,EX,data engineer,297500,USD,297500,US,remote,US,M
2833,EX,data engineer,260000,USD,260000,US,remote,US,M
2835,SE,data engineer,193000,USD,193000,ES,remote,US,M
2836,EN,data scientist,93000,USD,93000,US,onsite,US,M
2837,EN,data scientist,73000,USD,73000,US,onsite,US,M
2840,EN,data analyst,40300,BRL,7799,BR,remote,BR,L
2841,SE,data scientist,136994,USD,136994,US,remote,US,M
2842,SE,data scientist,101570,USD,101570,US,remote,US,M
2847,SE,data scientist,191475,USD,191475,US,remote,US,M
2848,SE,data scientist,141525,USD,141525,US,remote,US,M
2850,MI,data analyst,136000,USD,136000,US,remote,US,M
2851,MI,data analyst,112000,USD,112000,US,remote,US,M
2852,SE,data scientist,172000,USD,172000,US,remote,US,M
2853,SE,data scientist,140000,USD,140000,US,remote,US,M
2854,SE,data engineer,215000,USD,215000,US,onsite,US,M
2855,SE,data engineer,164000,USD,164000,US,onsite,US,M
2856,SE,data engineer,300000,USD,300000,US,onsite,US,M
2857,SE,data engineer,130000,USD,130000,US,onsite,US,M
2858,SE,data engineer,250000,USD,250000,US,remote,US,M
2859,SE,data engineer,63000,USD,63000,US,remote,US,M
2860,SE,data engineer,180000,USD,180000,US,remote,US,M
2861,SE,data engineer,150000,USD,150000,US,remote,US,M
2862,EN,data engineer,33000,GBP,45390,GB,hybrid,GB,L
2863,SE,data engineer,250000,USD,250000,US,remote,US,M
2864,SE,data engineer,63000,USD,63000,US,remote,US,M
2865,SE,data scientist,191475,USD,191475,US,remote,US,M
2866,SE,data scientist,141525,USD,141525,US,remote,US,M
2867,MI,data analyst,97500,USD,97500,US,remote,US,L
2870,MI,data scientist,70000,EUR,73546,NL,hybrid,NL,L
2871,EN,data scientist,50000,USD,50000,US,hybrid,DE,M
2872,EN,data analyst,500000,INR,6359,FR,remote,IN,L
2873,SE,data scientist,151800,USD,151800,US,onsite,US,M
2874,SE,data scientist,130240,USD,130240,US,onsite,US,M
2877,SE,data engineer,135000,USD,135000,US,onsite,US,M
2878,SE,data engineer,115000,USD,115000,US,onsite,US,M
2879,SE,data scientist,179400,USD,179400,US,remote,US,M
2880,SE,data scientist,154000,USD,154000,US,remote,US,M
2881,SE,data scientist,191475,USD,191475,US,remote,US,M
2882,SE,data scientist,141525,USD,141525,US,remote,US,M
2883,SE,data scientist,191475,USD,191475,US,remote,US,M
2884,SE,data scientist,141525,USD,141525,US,remote,US,M
2885,SE,data scientist,191475,USD,191475,US,remote,US,M
2886,SE,data scientist,141525,USD,141525,US,remote,US,M
2887,MI,financial data analyst,75000,USD,75000,US,onsite,US,M
2888,MI,data engineer,80000,EUR,84053,GR,remote,GR,M
2889,MI,data engineer,70000,EUR,73546,GR,remote,GR,M
2890,MI,data engineer,80000,GBP,98506,GB,remote,GB,M
2891,MI,data engineer,70000,GBP,86193,GB,remote,GB,M
2892,MI,data engineer,80000,EUR,84053,ES,remote,ES,M
2893,MI,data engineer,70000,EUR,73546,ES,remote,ES,M
2894,SE,data scientist,191475,USD,191475,US,remote,US,M
2895,SE,data scientist,141525,USD,141525,US,remote,US,M
2896,SE,data scientist,191475,USD,191475,US,remote,US,M
2897,SE,data scientist,141525,USD,141525,US,remote,US,M
2900,SE,data scientist,191475,USD,191475,US,remote,US,M
2901,SE,data scientist,141525,USD,141525,US,remote,US,M
2902,SE,data engineer,84958,GBP,104611,GB,remote,GB,M
2903,SE,data engineer,66822,GBP,82280,GB,remote,GB,M
2904,SE,data scientist,191475,USD,191475,US,remote,US,M
2905,SE,data scientist,141525,USD,141525,US,remote,US,M
2906,SE,data scientist,191475,USD,191475,US,onsite,US,M
2907,SE,data scientist,141525,USD,141525,US,onsite,US,M
2908,SE,data analyst,115000,USD,115000,US,onsite,US,L
2909,EN,data scientist,30000,EUR,31520,ES,hybrid,ES,M
2912,EN,data analyst,46000,USD,46000,US,remote,US,L
2913,EN,data engineer,80000,USD,80000,US,remote,US,L
2917,SE,data scientist,204100,USD,204100,US,onsite,US,M
2918,SE,data scientist,136100,USD,136100,US,onsite,US,M
2921,MI,data scientist,96000,GBP,118208,GB,onsite,GB,M
2922,MI,data scientist,90000,GBP,110820,GB,onsite,GB,M
2924,SE,data scientist,191475,USD,191475,US,remote,US,M
2925,SE,data scientist,141525,USD,141525,US,remote,US,M
2926,SE,data scientist,191475,USD,191475,US,remote,US,M
2927,SE,data scientist,141525,USD,141525,US,remote,US,M
2928,SE,data scientist,191475,USD,191475,US,remote,US,M
2929,SE,data scientist,141525,USD,141525,US,remote,US,M
2934,MI,data analyst,113000,USD,113000,US,onsite,US,L
2935,SE,data scientist,170000,USD,170000,US,remote,US,M
2936,SE,data scientist,130000,USD,130000,US,remote,US,M
2938,MI,product data analyst,140000,USD,140000,US,remote,US,M
2939,SE,data analyst,50000,USD,50000,PH,remote,PH,S
2940,MI,bi data analyst,77000,AUD,53368,AU,remote,AU,M
2941,SE,data scientist,175000,USD,175000,US,onsite,US,M
2942,SE,data scientist,140000,USD,140000,US,onsite,US,M
2943,SE,lead data scientist,28500,EUR,29944,PT,hybrid,PT,S
2946,SE,data scientist,160000,USD,160000,US,onsite,US,L
2947,SE,data scientist,119300,USD,119300,US,onsite,US,L
2949,SE,data engineer,105000,USD,105000,US,onsite,US,M
2950,SE,data engineer,90000,USD,90000,US,onsite,US,M
2953,MI,data scientist,225000,USD,225000,US,onsite,US,M
2954,MI,data scientist,160000,USD,160000,US,onsite,US,M
2955,MI,data scientist,52000,EUR,54634,NL,remote,NL,S
2956,SE,data engineer,185800,USD,185800,CA,remote,CA,M
2957,SE,data engineer,137400,USD,137400,CA,remote,CA,M
2962,SE,data engineer,250000,USD,250000,US,onsite,US,M
2963,SE,data engineer,63000,USD,63000,US,onsite,US,M
2968,EN,data scientist,82000,USD,82000,US,onsite,US,L
2971,SE,data scientist,203500,USD,203500,US,onsite,US,M
2972,SE,data scientist,152000,USD,152000,US,onsite,US,M
2975,EN,bi data analyst,32400,BRL,6270,BR,remote,BR,L
2978,SE,data scientist,170000,USD,170000,US,remote,US,M
2979,SE,data scientist,120000,USD,120000,US,remote,US,M
2982,SE,data analyst,216200,USD,216200,US,onsite,US,M
2983,SE,data analyst,144100,USD,144100,US,onsite,US,M
2984,MI,data scientist,110000,EUR,115573,NL,onsite,NL,M
2985,MI,data scientist,85000,EUR,89306,NL,onsite,NL,M
2988,SE,data engineer,135000,USD,135000,US,remote,US,M
2989,SE,data engineer,85000,USD,85000,US,remote,US,M
2998,SE,data engineer,154000,USD,154000,US,remote,US,M
2999,SE,data engineer,126000,USD,126000,US,remote,US,M
3002,SE,data engineer,195700,USD,195700,US,onsite,US,M
3003,SE,data engineer,130500,USD,130500,US,onsite,US,M
3006,MI,data engineer,80000,GBP,98506,GB,onsite,GB,M
3007,MI,data engineer,60000,GBP,73880,GB,onsite,GB,M
3008,SE,data analyst,117000,USD,117000,US,remote,US,M
3009,SE,data analyst,99450,USD,99450,US,remote,US,M
3010,SE,data engineer,200000,USD,200000,PR,remote,PR,M
3011,SE,data engineer,135000,USD,135000,PR,remote,PR,M
3015,SE,data analyst,70000,GBP,86193,GB,onsite,GB,M
3016,SE,data analyst,50000,GBP,61566,GB,onsite,GB,M
3017,SE,data analyst,175000,USD,175000,US,remote,US,M
3018,SE,data analyst,130000,USD,130000,US,remote,US,M
3019,SE,data engineer,188100,USD,188100,US,onsite,US,M
3020,SE,data engineer,139860,USD,139860,US,onsite,US,M
3023,MI,data analyst,450000,INR,5723,IN,remote,IN,S
3024,SE,data scientist,123400,USD,123400,US,onsite,US,M
3025,SE,data scientist,88100,USD,88100,US,onsite,US,M
3026,MI,bi data analyst,48000,EUR,50432,DE,remote,DE,S
3027,SE,data scientist,245000,USD,245000,US,onsite,US,M
3028,SE,data scientist,205000,USD,205000,US,onsite,US,M
3029,SE,data engineer,141300,USD,141300,US,onsite,US,M
3030,SE,data engineer,102100,USD,102100,US,onsite,US,M
3033,EN,data analyst,50000,USD,50000,AR,remote,AR,L
3034,EN,data scientist,80000,EUR,84053,BE,remote,BE,L
3035,MI,lead data scientist,50000,GBP,61566,GB,hybrid,GB,S
3040,SE,data engineer,177600,USD,177600,US,remote,US,L
3041,SE,data engineer,131300,USD,131300,US,remote,US,L
3042,MI,data engineer,24000,USD,24000,US,onsite,US,M
3043,MI,data engineer,24000,USD,24000,US,onsite,US,M
3044,SE,data engineer,250000,USD,250000,US,onsite,US,M
3045,SE,data engineer,63000,USD,63000,US,onsite,US,M
3048,SE,data engineer,145000,USD,145000,US,remote,US,M
3049,SE,data engineer,115000,USD,115000,US,remote,US,M
3053,SE,data scientist,180000,USD,180000,US,remote,US,L
3054,SE,data scientist,140000,USD,140000,US,remote,US,L
3055,MI,data analyst,216200,USD,216200,US,onsite,US,M
3056,MI,data analyst,144100,USD,144100,US,onsite,US,M
3059,EN,data analyst,150000,USD,150000,US,remote,US,L
3061,MI,data scientist,4200000,INR,53416,IN,remote,ID,L
3062,EN,applied data scientist,50000,USD,50000,AT,hybrid,AT,M
3065,MI,data scientist,107000,GBP,131752,GB,remote,GB,M
3069,SE,data engineer,210000,USD,210000,US,remote,US,M
3070,SE,data engineer,100000,USD,100000,US,remote,US,M
3071,EN,data analyst,55000,USD,55000,US,remote,US,S
3072,MI,data analyst,130000,USD,130000,US,remote,US,M
3074,EN,data scientist,49500,EUR,52008,BE,hybrid,BE,S
3076,SE,data engineer,206699,USD,206699,US,onsite,US,M
3077,SE,data engineer,99100,USD,99100,US,onsite,US,M
3080,SE,data engineer,250000,USD,250000,US,onsite,US,M
3081,SE,data engineer,63000,USD,63000,US,onsite,US,M
3084,SE,data engineer,250000,USD,250000,US,onsite,US,M
3085,SE,data engineer,63000,USD,63000,US,onsite,US,M
3087,SE,data engineer,100000,USD,100000,US,onsite,US,L
3088,SE,data engineer,80000,USD,80000,US,onsite,US,L
3089,SE,data scientist,160000,USD,160000,US,onsite,US,L
3090,SE,data scientist,100000,USD,100000,US,onsite,US,L
3094,EN,data analyst,27000,EUR,28368,FR,hybrid,FR,M
3095,MI,data engineer,74000,GBP,91118,GB,onsite,GB,M
3096,MI,data engineer,50000,GBP,61566,GB,onsite,GB,M
3097,MI,data scientist,58000,EUR,60938,DE,remote,DE,S
3100,SE,data engineer,170000,USD,170000,US,remote,US,M
3101,SE,data engineer,130000,USD,130000,US,remote,US,M
3102,MI,data scientist,65000,GBP,80036,GB,hybrid,GB,M
3103,SE,data analyst,128875,USD,128875,US,remote,US,M
3104,SE,data analyst,93700,USD,93700,US,remote,US,M
3107,SE,data analyst,136260,USD,136260,US,remote,US,M
3108,SE,data analyst,109280,USD,109280,US,remote,US,M
3109,SE,data scientist,160000,USD,160000,US,remote,US,L
3110,SE,data scientist,92000,USD,92000,US,remote,US,L
3111,SE,data engineer,200000,USD,200000,US,remote,US,M
3112,SE,data engineer,160000,USD,160000,US,remote,US,M
3113,MI,data engineer,110000,GBP,135446,GB,onsite,GB,M
3114,MI,data engineer,85000,GBP,104663,GB,onsite,GB,M
3115,SE,data analyst,117000,USD,117000,US,remote,US,M
3116,SE,data analyst,99450,USD,99450,US,remote,US,M
3117,EN,data engineer,129000,USD,129000,US,remote,US,L
3118,EN,data engineer,86000,USD,86000,US,remote,US,L
3119,EN,data engineer,1000000,INR,13493,IN,remote,IN,L
3120,EN,data engineer,1000000,INR,13493,IN,remote,IN,L
3121,SE,data scientist,160000,USD,160000,US,onsite,US,L
3122,SE,data scientist,119300,USD,119300,US,onsite,US,L
3123,SE,business data analyst,100000,USD,100000,US,remote,US,L
3124,MI,data scientist,25000,USD,25000,TR,hybrid,TR,M
3125,MI,data analyst,90000,SGD,65257,SG,hybrid,SG,M
3128,MI,data scientist,153000,USD,153000,US,remote,US,L
3129,SE,data engineer,210000,USD,210000,US,remote,US,M
3130,SE,data engineer,100000,USD,100000,US,remote,US,M
3131,SE,data analyst,150075,USD,150075,US,remote,US,M
3132,SE,data analyst,110925,USD,110925,US,remote,US,M
3134,SE,data scientist,160000,USD,160000,US,remote,US,L
3135,SE,data scientist,92000,USD,92000,US,remote,US,L
3138,EN,data analyst,20000,EUR,22809,PT,remote,PT,M
3139,EN,data analyst,15000,USD,15000,ID,onsite,ID,L
3140,SE,data engineer,175000,USD,175000,US,remote,US,M
3141,SE,data engineer,135000,USD,135000,US,remote,US,M
3144,MI,data engineer,75000,GBP,92350,GB,remote,GB,M
3145,MI,data engineer,55000,GBP,67723,GB,remote,GB,M
3146,SE,data scientist,186000,USD,186000,US,onsite,US,M
3147,SE,data scientist,148800,USD,148800,US,onsite,US,M
3148,SE,data analyst,112900,USD,112900,US,onsite,US,M
3149,SE,data analyst,90320,USD,90320,US,onsite,US,M
3154,MI,data engineer,62500,EUR,65666,DE,hybrid,DE,S
3159,SE,data analyst,112900,USD,112900,US,remote,US,M
3160,SE,data analyst,90320,USD,90320,US,remote,US,M
3163,EN,data scientist,43200,EUR,49268,DE,onsite,DE,S
3164,MI,data engineer,90000,GBP,110820,GB,onsite,GB,M
3165,MI,data engineer,75000,GBP,92350,GB,onsite,GB,M
3166,SE,data scientist,215300,USD,215300,US,remote,US,L
3167,SE,data scientist,158200,USD,158200,US,remote,US,L
3168,SE,data engineer,209100,USD,209100,US,remote,US,L
3169,SE,data engineer,154600,USD,154600,US,remote,US,L
3170,SE,data analyst,115934,USD,115934,US,onsite,US,M
3171,SE,data analyst,81666,USD,81666,US,onsite,US,M
3172,SE,data engineer,175000,USD,175000,US,remote,US,M
3173,SE,data engineer,155000,USD,155000,US,remote,US,M
3175,SE,data analyst,164000,USD,164000,US,onsite,US,M
3176,SE,data analyst,132000,USD,132000,US,onsite,US,M
3177,SE,data scientist,170000,USD,170000,US,remote,US,M
3178,SE,data scientist,123000,USD,123000,US,remote,US,M
3183,EX,lead data engineer,150000,CAD,115222,CA,remote,CA,S
3184,SE,data engineer,165400,USD,165400,US,remote,US,M
3185,SE,data engineer,132320,USD,132320,US,remote,US,M
3188,SE,data engineer,136994,USD,136994,US,remote,US,M
3189,SE,data engineer,101570,USD,101570,US,remote,US,M
3190,SE,data analyst,128875,USD,128875,US,remote,US,M
3191,SE,data analyst,93700,USD,93700,US,remote,US,M
3194,SE,data engineer,183600,USD,183600,US,remote,US,L
3195,SE,data engineer,100800,USD,100800,US,remote,US,L
3196,MI,data analyst,40000,GBP,49253,GB,remote,GB,M
3197,MI,data analyst,30000,GBP,36940,GB,remote,GB,M
3198,MI,data analyst,40000,EUR,42026,ES,remote,ES,M
3199,MI,data analyst,30000,EUR,31520,ES,remote,ES,M
3200,MI,data engineer,80000,EUR,84053,ES,remote,ES,M
3201,MI,data engineer,70000,EUR,73546,ES,remote,ES,M
3202,MI,data engineer,80000,GBP,98506,GB,remote,GB,M
3203,MI,data engineer,70000,GBP,86193,GB,remote,GB,M
3204,MI,data engineer,80000,EUR,84053,GR,remote,GR,M
3205,MI,data engineer,70000,EUR,73546,GR,remote,GR,M
3208,MI,data analyst,40000,EUR,42026,GR,remote,GR,M
3209,MI,data analyst,30000,EUR,31520,GR,remote,GR,M
3210,MI,data engineer,75000,GBP,92350,GB,remote,GB,M
3211,MI,data engineer,60000,GBP,73880,GB,remote,GB,M
3212,SE,data scientist,215300,USD,215300,US,onsite,US,L
3213,SE,data scientist,140400,USD,140400,US,onsite,US,L
3214,MI,data engineer,60000,EUR,63040,ES,remote,ES,M
3215,MI,data engineer,45000,EUR,47280,ES,remote,ES,M
3216,SE,data scientist,260000,USD,260000,US,remote,US,M
3217,SE,data scientist,180000,USD,180000,US,remote,US,M
3218,MI,data scientist,55000,GBP,67723,GB,onsite,GB,M
3219,MI,data scientist,35000,GBP,43096,GB,onsite,GB,M
3220,MI,data engineer,60000,EUR,63040,GR,remote,GR,M
3221,MI,data engineer,45000,EUR,47280,GR,remote,GR,M
3222,MI,data engineer,60000,GBP,73880,GB,remote,GB,M
3223,MI,data engineer,45000,GBP,55410,GB,remote,GB,M
3226,MI,data engineer,82900,USD,82900,US,onsite,US,M
3227,MI,data engineer,63900,USD,63900,US,onsite,US,M
3232,SE,data scientist,180000,USD,180000,US,onsite,US,M
3233,SE,data scientist,80000,USD,80000,US,onsite,US,M
3234,MI,data analyst,58000,USD,58000,US,onsite,US,S
3235,MI,data analyst,58000,USD,58000,US,onsite,US,S
3236,SE,data engineer,136000,USD,136000,US,onsite,US,M
3237,SE,data engineer,108800,USD,108800,US,onsite,US,M
3238,EX,data engineer,242000,USD,242000,US,remote,US,M
3239,EX,data engineer,200000,USD,200000,US,remote,US,M
3240,MI,data scientist,50000,GBP,61566,GB,onsite,GB,M
3241,MI,data scientist,30000,GBP,36940,GB,onsite,GB,M
3242,MI,data engineer,60000,GBP,73880,GB,onsite,GB,M
3243,MI,data engineer,40000,GBP,49253,GB,onsite,GB,M
3244,SE,data scientist,165220,USD,165220,US,remote,US,M
3245,SE,data scientist,120160,USD,120160,US,remote,US,M
3246,SE,data analyst,124190,USD,124190,US,remote,US,M
3247,SE,data analyst,90320,USD,90320,US,remote,US,M
3248,SE,data engineer,181940,USD,181940,US,onsite,US,M
3249,SE,data engineer,132320,USD,132320,US,onsite,US,M
3250,SE,data engineer,220110,USD,220110,US,onsite,US,M
3251,SE,data engineer,160080,USD,160080,US,onsite,US,M
3252,SE,data scientist,180000,USD,180000,US,onsite,US,L
3253,SE,data scientist,120000,USD,120000,US,onsite,US,L
3254,MI,data analyst,126500,USD,126500,US,onsite,US,M
3255,MI,data analyst,106260,USD,106260,US,onsite,US,M
3256,SE,data analyst,116000,USD,116000,US,onsite,US,M
3257,SE,data analyst,99000,USD,99000,US,onsite,US,M
3258,SE,data analyst,155000,USD,155000,US,remote,US,M
3259,SE,data analyst,120600,USD,120600,US,remote,US,M
3260,MI,data scientist,130000,USD,130000,US,onsite,US,M
3261,MI,data scientist,90000,USD,90000,US,onsite,US,M
3262,MI,data engineer,170000,USD,170000,US,remote,US,M
3263,MI,data engineer,150000,USD,150000,US,remote,US,M
3264,SE,data analyst,102100,USD,102100,US,remote,US,M
3265,SE,data analyst,84900,USD,84900,US,remote,US,M
3266,SE,data scientist,136620,USD,136620,US,remote,US,M
3267,SE,data scientist,99360,USD,99360,US,remote,US,M
3268,SE,data scientist,90000,GBP,110820,GB,onsite,GB,M
3269,SE,data scientist,80000,GBP,98506,GB,onsite,GB,M
3270,SE,data scientist,146000,USD,146000,US,remote,US,M
3271,SE,data scientist,123000,USD,123000,US,remote,US,M
3272,EN,data engineer,40000,GBP,49253,GB,remote,GB,M
3273,EN,data engineer,35000,GBP,43096,GB,remote,GB,M
3274,EX,data analyst,130000,USD,130000,US,remote,US,M
3275,EX,data analyst,110000,USD,110000,US,remote,US,M
3276,SE,data analyst,170000,USD,170000,US,remote,US,M
3277,SE,data analyst,135000,USD,135000,US,remote,US,M
3280,SE,data scientist,167000,USD,167000,US,remote,US,M
3281,SE,data scientist,123000,USD,123000,US,remote,US,M
3282,SE,data engineer,60000,GBP,73880,GB,onsite,GB,M
3283,SE,data engineer,50000,GBP,61566,GB,onsite,GB,M
3284,SE,data scientist,211500,USD,211500,US,remote,US,M
3285,SE,data scientist,138600,USD,138600,US,remote,US,M
3288,SE,data analyst,130000,USD,130000,CA,remote,CA,M
3289,SE,data analyst,61300,USD,61300,CA,remote,CA,M
3290,SE,data analyst,130000,USD,130000,CA,remote,CA,M
3291,SE,data analyst,61300,USD,61300,CA,remote,CA,M
3292,SE,data engineer,160000,USD,160000,US,onsite,US,L
3293,SE,data engineer,113000,USD,113000,US,onsite,US,L
3294,SE,data scientist,150000,USD,150000,US,onsite,US,M
3295,SE,data scientist,95550,USD,95550,US,onsite,US,M
3296,MI,data analyst,167000,USD,167000,US,remote,US,M
3297,MI,data analyst,115500,USD,115500,US,remote,US,M
3298,SE,data analyst,112900,USD,112900,US,remote,US,M
3299,SE,data analyst,90320,USD,90320,US,remote,US,M
3300,SE,data analyst,112900,USD,112900,US,remote,US,M
3301,SE,data analyst,90320,USD,90320,US,remote,US,M
3302,SE,data engineer,165400,USD,165400,US,remote,US,M
3303,SE,data engineer,132320,USD,132320,US,remote,US,M
3304,SE,data engineer,243900,USD,243900,US,remote,US,M
3305,SE,data engineer,156600,USD,156600,US,remote,US,M
3306,SE,data analyst,136600,USD,136600,US,remote,US,M
3307,SE,data analyst,109280,USD,109280,US,remote,US,M
3308,SE,data engineer,128875,USD,128875,US,remote,US,M
3309,SE,data engineer,93700,USD,93700,US,remote,US,M
3314,SE,data engineer,209100,USD,209100,US,remote,US,L
3315,SE,data engineer,154600,USD,154600,US,remote,US,L
3316,SE,data engineer,180000,USD,180000,US,remote,US,M
3317,SE,data engineer,160000,USD,160000,US,remote,US,M
3318,SE,data scientist,205300,USD,205300,US,onsite,US,L
3319,SE,data scientist,140400,USD,140400,US,onsite,US,L
3320,SE,data scientist,176000,USD,176000,US,remote,US,M
3321,SE,data scientist,144000,USD,144000,US,remote,US,M
3322,SE,data engineer,200100,USD,200100,US,remote,US,M
3323,SE,data engineer,160000,USD,160000,US,remote,US,M
3324,SE,data engineer,70500,USD,70500,US,onsite,US,M
3325,SE,data engineer,54000,USD,54000,US,onsite,US,M
3326,SE,data scientist,205300,USD,205300,US,onsite,US,M
3327,SE,data scientist,140400,USD,140400,US,onsite,US,M
3330,SE,data engineer,175100,USD,175100,US,remote,US,M
3331,SE,data engineer,140250,USD,140250,US,remote,US,M
3332,SE,data analyst,116150,USD,116150,US,remote,US,M
3333,SE,data analyst,99050,USD,99050,US,remote,US,M
3334,SE,data engineer,145000,USD,145000,US,remote,US,M
3335,SE,data engineer,130000,USD,130000,US,remote,US,M
3336,SE,data analyst,112900,USD,112900,US,remote,US,M
3337,SE,data analyst,90320,USD,90320,US,remote,US,M
3338,MI,data analyst,85000,USD,85000,CA,onsite,CA,M
3339,MI,data analyst,75000,USD,75000,CA,onsite,CA,M
3344,SE,data engineer,155000,USD,155000,US,remote,US,M
3345,SE,data engineer,115000,USD,115000,US,remote,US,M
3346,MI,data scientist,141300,USD,141300,US,onsite,US,M
3347,MI,data scientist,102100,USD,102100,US,onsite,US,M
3348,SE,data analyst,115934,USD,115934,US,remote,US,M
3349,SE,data analyst,81666,USD,81666,US,remote,US,M
3350,MI,data engineer,206699,USD,206699,US,onsite,US,M
3351,MI,data engineer,99100,USD,99100,US,onsite,US,M
3352,SE,data engineer,130000,USD,130000,US,remote,US,M
3353,SE,data engineer,110500,USD,110500,US,remote,US,M
3354,MI,data analyst,50000,GBP,61566,GB,onsite,GB,M
3355,MI,data analyst,35000,GBP,43096,GB,onsite,GB,M
3356,SE,data analyst,80000,USD,80000,US,remote,US,M
3357,SE,data analyst,60000,USD,60000,US,remote,US,M
3360,SE,data scientist,230000,USD,230000,US,remote,US,M
3361,SE,data scientist,150000,USD,150000,US,remote,US,M
3364,SE,data analyst,170000,USD,170000,US,remote,US,M
3365,SE,data analyst,150000,USD,150000,US,remote,US,M
3366,MI,data scientist,160000,USD,160000,US,remote,US,M
3367,MI,data scientist,130000,USD,130000,US,remote,US,M
3368,EN,data analyst,67000,USD,67000,CA,onsite,CA,M
3369,EN,data analyst,52000,USD,52000,CA,onsite,CA,M
3370,SE,data engineer,154000,USD,154000,US,remote,US,M
3371,SE,data engineer,126000,USD,126000,US,remote,US,M
3372,SE,data analyst,129000,USD,129000,US,onsite,US,M
3373,SE,data analyst,99000,USD,99000,US,onsite,US,M
